חודש חישוב,חודש תחולה,חשבות,סמל מוטב,שם מוטב,קוד נושא,תאור נושא,סך הכל מגיע,שולם,הפרש לתשלום,יתרת חוב,יתרת ביצוע החודש,הערות
3/2026,03/2026,מטה,10406544,עירית כפר קרע,571,ניהול עצמי משופר א-ו,203352.18,0,203352.18,0,203352.18
3/2026,01/2026,מטה,10406544,עירית כפר קרע,571,ניהול עצמי משופר א-ו,203067.24,202972.26,94.98,0,94.98
3/2026,12/2025,מטה,10406544,עירית כפר קרע,575,מוחזקות עוז לתמורה,36954.82,36921.64,33.18,0,33.18
3/2026,11/2025,מטה,10406544,עירית כפר קרע,575,מוחזקות עוז לתמורה,36954.82,36921.64,33.18,0,33.18
3/2026,10/2025,מטה,10406544,עירית כפר קרע,575,מוחזקות עוז לתמורה,36954.82,36921.64,33.18,0,33.18
3/2026,09/2025,מטה,10406544,עירית כפר קרע,575,מוחזקות עוז לתמורה,36285.19,36242.53,42.66,0,42.66
3/2026,03/2026,מטה,10406544,עירית כפר קרע,575,מוחזקות עוז לתמורה,37922.3,0,37922.3,0,37922.3
3/2026,02/2026,מטה,10406544,עירית כפר קרע,575,מוחזקות עוז לתמורה,37922.3,37794.83,127.47,0,127.47
3/2026,01/2026,מטה,10406544,עירית כפר קרע,575,מוחזקות עוז לתמורה,37828.8,37794.83,33.97,0,33.97
3/2026,03/2026,מטה,10406544,עירית כפר קרע,595,גמול מנהליות-נ. עצמי,995,0,995,0,995
3/2026,12/2025,מטה,10406544,עירית כפר קרע,604,רכז מעורבות חברתית,6208.82,6214.54,-5.72,0,-5.72
3/2026,11/2025,מטה,10406544,עירית כפר קרע,604,רכז מעורבות חברתית,6208.82,6214.54,-5.72,0,-5.72
3/2026,10/2025,מטה,10406544,עירית כפר קרע,604,רכז מעורבות חברתית,6208.82,6214.54,-5.72,0,-5.72
3/2026,09/2025,מטה,10406544,עירית כפר קרע,604,רכז מעורבות חברתית,6117.28,6123.01,-5.73,0,-5.73
3/2026,03/2026,מטה,10406544,עירית כפר קרע,604,רכז מעורבות חברתית,6364.91,0,6364.91,0,6364.91
3/2026,02/2026,מטה,10406544,עירית כפר קרע,604,רכז מעורבות חברתית,6364.91,6359.05,5.86,0,5.86
3/2026,01/2026,מטה,10406544,עירית כפר קרע,604,רכז מעורבות חברתית,6353.2,6359.05,-5.85,0,-5.85
3/2026,03/2026,מטה,10406544,עירית כפר קרע,606,משרות דרגות קידום,6229.02,0,6229.02,0,6229.02
3/2026,03/2026,מטה,10406544,עירית כפר קרע,611,גמול רכז הל"ל,701.39,0,701.39,0,701.39
3/2026,09/2025,מטה,10406544,עירית כפר קרע,614,סייעת 2 והעשרה -רשמי,117796.64,117990.24,-193.6,0,-193.6
3/2026,03/2026,מטה,10406544,עירית כפר קרע,614,סייעת 2 והעשרה -רשמי,91057.12,0,91057.12,0,91057.12
3/2026,12/2025,מטה,10406544,עירית כפר קרע,631,תכנית ניצנים - גנ"י,157471.46,158653.44,-1181.98,0,-1181.98
3/2026,11/2025,מטה,10406544,עירית כפר קרע,631,תכנית ניצנים - גנ"י,162250.94,163468.8,-1217.86,0,-1217.86
3/2026,10/2025,מטה,10406544,עירית כפר קרע,631,תכנית ניצנים - גנ"י,161999.39,163215.36,-1215.97,0,-1215.97
3/2026,09/2025,מטה,10406544,עירית כפר קרע,631,תכנית ניצנים - גנ"י,52574.3,52968.96,-394.66,0,-394.66
3/2026,03/2026,מטה,10406544,עירית כפר קרע,631,תכנית ניצנים - גנ"י,105807,0,105807,0,105807,מקדמה
3/2026,02/2026,מטה,10406544,עירית כפר קרע,631,תכנית ניצנים - גנ"י,158137.26,158297.92,-160.66,0,-160.66
3/2026,01/2026,מטה,10406544,עירית כפר קרע,631,תכנית ניצנים - גנ"י,148602.37,149707.84,-1105.47,0,-1105.47
3/2026,02/2026,מטה,10406544,עירית כפר קרע,632,תכנית ניצנים - בי"ס,61325.6,66616,-5290.4,0,-5290.4
3/2026,03/2026,מטה,10406544,עירית כפר קרע,654,גמול חנ"מ חט"ע,5241.53,0,5241.53,0,5241.53
3/2026,03/2026,מטה,10406544,עירית כפר קרע,660,גמול חונך בחט"ע,311.65,0,311.65,0,311.65
3/2026,03/2026,מטה,10406544,עירית כפר קרע,682,ל.דפרנצלי בה. הערבית,13976.19,0,13976.19,0,13976.19
3/2026,03/2026,מטה,10406544,עירית כפר קרע,704,גפן-קיזוז השתתפ.רשות,-48218.04,0,-48218.04,0,-48218.04
3/2026,03/2026,מטה,10406544,עירית כפר קרע,705,גפן - מוכש"ר,165140.04,0,165140.04,0,165140.04
3/2026,03/2026,מטה,10406544,עירית כפר קרע,707,גפן -ק.השת.רשות חט"ע,-10623.37,0,-10623.37,0,-10623.37
3/2026,03/2026,מטה,10406544,עירית כפר קרע,710,שכר המנל מחלקת נוער,8666.67,0,8666.67,0,8666.67
3/2026,02/2026,מטה,10406544,עירית כפר קרע,710,שכר המנל מחלקת נוער,8666.67,0,8666.67,0,8666.67
3/2026,01/2026,מטה,10406544,עירית כפר קרע,710,שכר המנל מחלקת נוער,8666.67,0,8666.67,0,8666.67
3/2026,03/2026,מטה,10406544,עירית כפר קרע,729,רכז מיומנות-עוז לתמו,1284.85,0,1284.85,0,1284.85
3/2026,03/2026,מטה,10406544,עירית כפר קרע,736,גמול רכז שכבה,4302.87,0,4302.87,0,4302.87
